Sr.,Date,Time,Pick up location,drop off location,Yango Economy,Yango Comfort,Yango Bike,Distance (km),Indrive Economy,Indrive Comfort,Indrive Bike,weather
876,22-12-23,21:00:00,Shifa International Hospital h/8,Orient Restaurant  F10,190,280,80,8,234,348,96,normal
877,22-12-23,21:02:00,Shifa International Hospital h/8,italian oven f-10,422,420,162,8.1,234,348,96,normal
878,22-12-23,21:09:00,Shifa International Hospital h/8,Butt Karahi F-10,392,413,156,7.9,225,335,92,normal
879,22-12-23,21:12:00,Shifa International Hospital h/8,Suki Sushi Japanese & Korean Restaurant (F10-Markaz),416,429,199,8.1,243,361,100,normal
880,22-12-23,21:17:00,Shifa International Hospital h/8,Kashmir Residency Boys Hostel e/11,481,555,235,13,410,597,174,normal
881,22-12-23,21:20:00,Shifa International Hospital h/8,"Quetta Darbar Cafe Street 85, G-13/1 G 13/1 G-13, Islamabad",390,598,123,7.7,452,654,193,normal
882,22-12-23,21:26:00,Shifa International Hospital h/8,G-11 sunday bazar,436,417,179,7.5,198,295,80,normal
883,22-12-23,21:29:00,Shifa International Hospital h/8,centaurus mall f/8,309,352,140,6.5,355,518,150,normal
884,22-12-23,21:33:00,Shifa International Hospital h/8,marryam girls hostel g/10,170,255,70,7.7,204,305,82,normal
885,22-12-23,21:38:00,Shifa International Hospital h/8,new boys hostel i/14,120,209,60,18,171,278,77,normal
886,22-12-23,21:40:00,Shifa International Hospital h/8,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",324,431,120,4.7,549,791,236,normal
887,22-12-23,21:45:00,Shifa International Hospital h/8,air uiversity e/8,389,920,154,8.1,689,988,298,normal
888,22-12-23,21:50:00,Shifa International Hospital h/8,"IJP Metro Bus Station I.J.P. Road, I 8/1 I-8, Islamabad",254,970,86,3.6,701,1004,304,normal
889,22-12-23,21:55:00,Shifa International Hospital h/8,Orient Restaurant  F10,449,802,163,8,592,852,255,normal
890,22-12-23,22:00:00,Shifa International Hospital h/8,italian oven f-10,430,416,159,8.1,592,852,255,normal
891,22-12-23,22:05:00,Shifa International Hospital h/8,"PIMS Metro Bus Station Jinnah Avenue, G 8/3 G-8, Islamabad",390,388,170,6.1,698,1000,302,normal
892,22-12-23,22:10:00,Shifa International Hospital h/8,Suki Sushi Japanese & Korean Restaurant (F10-Markaz),450,429,196,8.1,601,865,259,normal
893,22-12-23,22:15:00,Shifa International Hospital h/8,"Rumi Hostel H-12, Islamabad",537,490,192,14,552,797,238,normal
894,22-12-23,22:20:00,Shifa International Hospital h/8,G-11 sunday bazar,431,417,189,7.5,473,685,203,normal
895,22-12-23,22:25:00,Shifa International Hospital h/8,Maryam Girls Hostel i-14/3,657,587,242,17,555,800,239,normal
896,22-12-23,22:30:00,Shifa International Hospital h/8,new palace guest house g/9,409,396,145,4.8,210,313,85,normal
897,22-12-23,22:33:00,Shifa International Hospital h/8,baiT UL MOHSINAAT GIRLS HOSTEL ISLAMABAD i-9/1,384,380,133,4.1,319,467,134,normal
898,22-12-23,22:39:00,Shifa International Hospital h/8,CSD (Canteen Store Department e/10,509,456,160,8.4,283,417,117,normal
899,22-12-23,22:41:00,Shifa International Hospital h/8,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",410,397,120,4.7,204,304,82,normal
900,22-12-23,22:43:00,Shifa International Hospital h/8,AL VEER GUEST HOUSE & APARTMENTS e/11,320,520,103,13,398,581,169,normal
901,22-12-23,22:45:00,Savour Foods g/6,AL VEER GUEST HOUSE & APARTMENTS e/11,429,670,160,14,492,711,211,normal
902,22-12-23,22:48:00,Savour Foods g/6,baiT UL MOHSINAAT GIRLS HOSTEL ISLAMABAD i-9/1,390,578,120,14,440,637,188,normal
903,22-12-23,22:50:00,Savour Foods g/6,CSD (Canteen Store Department e/10,300,478,100,6.8,358,522,151,normal
904,22-12-23,22:53:00,Savour Foods g/6,"Rumi Hostel H-12, Islamabad",502,750,203,17,561,808,242,normal
905,22-12-23,22:57:00,Savour Foods g/6,new boys hostel i 14,670,900,289,21,734,1052,319,normal
906,22-12-23,22:59:00,Savour Foods g/6,chamman metro bus station G-9/4,209,323,90,7.6,267,394,111,normal
907,22-12-23,23:01:00,Savour Foods g/6,PN Football Ground e/8,298,423,106,7.3,337,493,142,normal
908,22-12-23,23:03:00,Savour Foods g/6,Riding Club E-8,278,421,98,7.8,322,471,135,normal
909,22-12-23,23:07:00,Savour Foods g/6,Orient Restaurant  F10,278,398,90,9.2,313,458,131,normal
910,22-12-23,23:09:00,Savour Foods g/6,italian oven f-10,278,398,90,9.3,313,458,131,normal
911,22-12-23,23:11:00,Savour Foods g/6,"Quetta Darbar Cafe Street 85, G-13/1 G 13/1 G-13, Islamabad",578,812,208,17,607,871,262,normal
912,22-12-23,23:13:00,Savour Foods g/6,"IJP Metro Bus Station I.J.P. Road, I 8/1 I-8, Islamabad",379,523,112,11,407,590,173,normal
913,22-12-23,23:17:00,Savour Foods g/6,"PIMS Metro Bus Station Jinnah Avenue, G 8/3 G-8, Islamabad",145,209,70,7.6,189,282,77,normal
914,22-12-23,23:19:00,Savour Foods g/6,Margalla Park f/8,190,412,133,8.8,249,368,103,normal
915,22-12-23,23:23:00,Savour Foods g/6,Margalla Park f/8,198,417,133,8.8,249,368,103,normal
916,22-12-23,23:26:00,Savour Foods g/6,air uiversity e/8,210,447,153,9.3,292,428,122,normal
917,22-12-23,23:29:00,Savour Foods g/6,centaurus mall f/8,134,200,70,4.9,186,279,77,normal
918,22-12-23,23:31:00,Savour Foods g/6,Bismillah Market I-9/4 markaz,334,502,130,10,395,573,167,normal
919,22-12-23,23:36:00,Savour Foods g/6,"PIMS Metro Bus Station Jinnah Avenue, G 8/3 G-8, Islamabad",143,221,70,7.6,189,282,77,normal
920,22-12-23,23:40:00,Savour Foods g/6,Islamabad railway h/9,345,521,120,9.9,386,561,163,normal
921,22-12-23,23:42:00,Savour Foods g/6,Margalla Park f/8,210,409,133,8.8,249,368,103,normal
922,22-12-23,23:43:00,Savour Foods g/6,BAIT UL MOHSINAAT GIRLS HOSTEL ISLAMABAD i-9/1,404,590,170,12,440,637,188,normal
923,22-12-23,23:44:00,Savour Foods g/6,D Watson I-10 Markaz,390,600,169,13,440,637,188,normal
924,22-12-23,23:45:00,Savour Foods g/6,The comfort lodge f/11,380,530,140,12,413,599,176,normal
925,22-12-23,23:49:00,Savour Foods g/6,"Quetta Darbar Cafe Street 85, G-13/1 G 13/1 G-13, Islamabad",550,823,221,17,607,871,262,normal
926,22-12-23,23:50:00,Savour Foods g/6,Aura Grande Event Complex e/11,390,580,150,13,425,616,181,normal
927,22-12-23,23:51:00,Savour Foods g/6,Aura Grande Event Complex e/11,390,580,150,13,425,616,181,normal
928,22-12-23,23:51:00,Savour Foods g/6,Dino valley ,700,900,289,21,746,1073,324,normal
929,22-12-23,23:52:00,Savour Foods g/6,The comfort lodge f/11,380,543,132,12,413,599,176,normal
930,22-12-23,23:52:00,Savour Foods g/6,"Quetta Darbar Cafe Street 85, G-13/1 G 13/1 G-13, Islamabad ",550,823,221,17,607,871,262,normal
931,22-12-23,23:53:00,Savour Foods g/6,Mudan Residence guest house e/11,390,609,167,13,452,655,193,normal
932,22-12-23,23:53:00,Savour Foods g/6,centaurus mall f/8,143,221,70,4.9,189,283,77,normal
933,22-12-23,23:54:00,Savour Foods g/6,chamman metro bus station G-9/4,232,338,90,7.6,267,394,111,normal
934,22-12-23,23:54:00,Savour Foods g/6,Monal Marquee ,436,574,190,13,443,641,189,normal
935,22-12-23,23:54:00,Savour Foods g/6,Maryam Girls Hostel i-14/3,698,987,360,11,719,1030,312,normal
936,22-12-23,23:55:00,Savour Foods g/6,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",287,432,100,8,316,463,132,normal
937,22-12-23,23:55:00,Savour Foods g/6,Orient Restaurant  F10,458,390,161,9.2,313,458,131,normal
938,22-12-23,23:55:00,Savour Foods g/6,italian oven f-10,430,398,161,9.3,313,458,131,normal
939,22-12-23,23:56:00,Savour Foods g/6,"Shifa Football Ground Sahibzada Abdul Qayyum Road, Sector I-8/2 H 8/4 I-8, Islamaba",408,410,146,8.2,319,466,134,normal
940,22-12-23,23:56:00,Savour Foods g/6,Faiz Ahmed Faiz Metro bus station H-8,290,417,149,9,322,470,135,normal
941,22-12-23,23:56:00,Savour Foods g/6,"Faizabad Bus Station Karnal Sher Khan Shaheed Road, Faizabad I 8/4 I-8, Islamabad",432,602,149,9.2,449,650,192,normal
942,22-12-23,23:57:00,Savour Foods g/6,"Quetta Darbar Cafe Street 85, G-13/1 G 13/1 G-13, Islamabad",583,812,70,17,607,871,262,normal
943,22-12-23,23:57:00,Savour Foods g/6,cheezious i-8,356,502,173,8.8,373,544,158,normal
944,22-12-23,23:57:00,Savour Foods g/6,maizban tandoori G-11,390,550,189,12,410,595,174,normal
945,22-12-23,23:58:00,Savour Foods g/6,"Tehzeeb Bakers I-8 Markaz I 8 Markaz I-8, Islamabad",529,480,163,9.1,349,510,147,normal
946,22-12-23,23:58:00,Savour Foods g/6,chamman metro bus station G-9/4,481,360,145,7.6,267,394,111,normal
947,22-12-23,23:58:00,Savour Foods g/6,The comfort lodge f/11,390,550,191,15,413,599,176,normal
948,22-12-23,23:59:00,Savour Foods g/6,"Rumi Hostel H-12, Islamabad",682,653,210,17,561,808,242,normal
949,22-12-23,23:59:00,Savour Foods g/6,new boys hostel  i-14/3,703,980,298,21,734,1052,319,normal
950,23-12-23,0:02:00,Savour Foods g/6,baiT UL MOHSINAAT GIRLS HOSTEL ISLAMABAD i-9/1,607,600,190,12,440,637,188,normal
951,23-12-23,0:04:00, Islamabad Model College for Boys  f/8,Dino Park E-7,289,402,100,17,319,466,134,normal
952,23-12-23,0:07:00, Islamabad Model College for Boys  f/8,maizban tandoori G-11,300,490,100,7.7,358,522,151,normal
953,23-12-23,0:09:00, Islamabad Model College for Boys  f/8,Mishi Maan Beauty Parlour e/11,390,576,110,9.5,425,617,181,normal
954,23-12-23,0:15:00, Islamabad Model College for Boys  f/8,cheezious i-8,300,489,100,7.2,364,531,154,normal
955,23-12-23,0:18:00, Islamabad Model College for Boys  f/8,Orient Restaurant  F10,200,321,80,4.7,261,386,108,normal
956,23-12-23,0:20:00, Islamabad Model College for Boys  f/8,itwar bazar H-9,289,430,110,9.6,337,492,142,normal
957,23-12-23,0:25:00, Islamabad Model College for Boys  f/8,CSD (Canteen Store Department e/10,230,389,90,3.2,298,436,124,normal
958,23-12-23,0:28:00, Islamabad Model College for Boys  f/8,Backpackers Hostel Islamabad  e/11,330,500,120,8.2,379,552,161,normal
959,23-12-23,0:30:00, Islamabad Model College for Boys  f/8,Aura Grande Event Complex e/11,321,480,110,8.3,364,530,154,normal
960,23-12-23,0:36:00, Islamabad Model College for Boys  f/8,rawal king cricket i-11/1,489,720,189,13,531,765,228,normal
961,23-12-23,0:39:00, Islamabad Model College for Boys  f/8,"Tehzeeb Bakers I-8 Markaz I 8 Markaz I-8, Islamabad",310,480,100,7.5,364,531,154,normal
962,23-12-23,0:45:00, Islamabad Model College for Boys  f/8,"IJP Metro Bus Station I.J.P. Road, I 8/1 I-8, Islamabad",316,490,112,9,358,521,151,normal
963,23-12-23,0:49:00, Islamabad Model College for Boys  f/8,chamman metro bus station G-9/4,187,289,80,3.2,222,330,90,normal
964,23-12-23,0:51:00, Islamabad Model College for Boys  f/8,Orient Restaurant  F10,210,323,80,4.7,261,386,108,normal
965,23-12-23,0:59:00, Islamabad Model College for Boys  f/8,italian oven f-10,215,328,90,4.8,261,385,108,normal
966,23-12-23,1:01:00, Islamabad Model College for Boys  f/8,Butt Karahi F-10,217,321,80,5.1,252,373,104,normal
967,23-12-23,1:05:00, Islamabad Model College for Boys  f/8,Suki Sushi Japanese & Korean Restaurant (F10-Markaz),234,367,80,4.8,270,398,112,normal
968,23-12-23,1:10:00, Islamabad Model College for Boys  f/8,cheezious i-8,321,470,121,7.2,364,531,154,normal
969,23-12-23,1:12:00, Islamabad Model College for Boys  f/8,centaurus mall f/8,154,243,70,1.4,189,283,77,normal
970,23-12-23,1:16:00, Islamabad Model College for Boys  f/8,marryam girls hostel g/10,290,445,100,9.8,331,484,139,normal
971,23-12-23,1:17:00, Islamabad Model College for Boys  f/8,new boys hostel i/14,632,860,250,20,686,984,297,normal
972,23-12-23,1:19:00, Islamabad Model College for Boys  f/8,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",243,341,80,6.8,264,390,109,normal
973,23-12-23,1:21:00, Islamabad Model College for Boys  f/8,new boys hostel i/14,656,954,265,20,686,984,297,normal
974,23-12-23,1:23:00, Islamabad Model College for Boys  f/8,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",232,343,90,6.8,264,390,109,normal
975,23-12-23,1:25:00, Islamabad Model College for Boys  f/8,"Rumi Hostel H-12, Islamabad",480,704,167,16,513,740,220,normal
976,23-12-23,1:28:00, Islamabad Model College for Boys  f/8,Orient Restaurant  F10,232,345,90,4.7,261,386,108,normal
977,23-12-23,1:30:00, Islamabad Model College for Boys  f/8,italian oven f-10,220,340,90,4.8,261,385,108,normal
978,23-12-23,1:31:00, Islamabad Model College for Boys  f/8,Butt Karahi F-10,234,360,90,5.1,252,373,104,normal
979,23-12-23,1:33:00, Islamabad Model College for Boys  f/8,Suki Sushi Japanese & Korean Restaurant (F10-Markaz),245,356,95,4.8,270,398,112,normal
980,23-12-23,1:35:00, Islamabad Model College for Boys  f/8,Kashmir Residency Boys Hostel e/11,400,580,160,9.5,425,617,181,normal
981,23-12-23,1:37:00, Islamabad Model College for Boys  f/8,"Quetta Darbar Cafe Street 85, G-13/1 G 13/1 G-13, Islamabad",520,780,210,16,561,808,242,normal
982,23-12-23,1:38:00, Islamabad Model College for Boys  f/8,G-11 sunday bazar,300,450,110,9.6,337,492,142,normal
983,23-12-23,1:40:00, Islamabad Model College for Boys  f/8,centaurus mall f/8,150,230,70,1.4,189,283,77,normal
984,23-12-23,1:41:00, Islamabad Model College for Boys  f/8,marryam girls hostel g/10,300,420,100,9.8,331,484,139,normal
985,23-12-23,1:42:00, Islamabad Model College for Boys  f/8,new boys hostel i/14,631,965,245,20,686,984,297,normal
986,23-12-23,1:44:00, Islamabad Model College for Boys  f/8,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",243,360,90,6.8,264,390,109,normal
987,23-12-23,1:45:00, Islamabad Model College for Boys  f/8,air uiversity e/8,190,300,75,4.4,231,343,95,normal
988,23-12-23,1:47:00, Islamabad Model College for Boys  f/8,"IJP Metro Bus Station I.J.P. Road, I 8/1 I-8, Islamabad",290,500,110,9,358,521,151,normal
989,23-12-23,1:48:00, Islamabad Model College for Boys  f/8,Orient Restaurant  F10,223,324,90,4.7,261,386,108,normal
990,23-12-23,1:49:00, Islamabad Model College for Boys  f/8,italian oven f-10,225,334,90,4.8,261,385,108,normal
991,23-12-23,1:50:00, Islamabad Model College for Boys  f/8,"PIMS Metro Bus Station Jinnah Avenue, G 8/3 G-8, Islamabad",180,290,80,2.4,222,330,90,normal
992,23-12-23,1:51:00, Islamabad Model College for Boys  f/8,Suki Sushi Japanese & Korean Restaurant (F10-Markaz),226,360,100,4.8,270,398,112,normal
993,23-12-23,1:52:00, Islamabad Model College for Boys  f/8,"Rumi Hostel H-12, Islamabad",480,700,197,16,513,740,220,normal
994,23-12-23,1:53:00, Islamabad Model College for Boys  f/8,G-11 sunday bazar,300,445,112,9.6,337,492,142,normal
995,23-12-23,1:54:00, Islamabad Model College for Boys  f/8,Maryam Girls Hostel i-14/3,632,945,223,20,670,962,290,normal
996,23-12-23,1:55:00, Islamabad Model College for Boys  f/8,new palace guest house g/9,232,345,90,6.9,267,394,111,normal
997,23-12-23,1:57:00, Islamabad Model College for Boys  f/8,baiT UL MOHSINAAT GIRLS HOSTEL ISLAMABAD i-9/1,334,543,150,8.5,389,565,165,normal
998,23-12-23,1:58:00, Islamabad Model College for Boys  f/8,CSD (Canteen Store Department e/10,284,400,91,3.2,298,436,124,normal
999,23-12-23,1:59:00, Islamabad Model College for Boys  f/8,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",308,367,104,6.8,264,390,109,normal
1000,23-12-23,2:00:00, Islamabad Model College for Boys  f/8,AL VEER GUEST HOUSE & APARTMENTS e/11,400,590,132,9.5,431,625,184,normal
